VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-01-01 00:00:18,2016-01-01 00:05:44,5,1.17,-73.96305847167967,40.77501678466797,1,N,-73.95174407958984,40.77880096435547,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2016-01-01 00:00:19,2016-01-01 00:19:33,1,3.4,0.0,0.0,1,N,0.0,0.0,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
2,2016-01-01 00:00:19,2016-01-01 00:06:31,3,1.32,-73.96125793457033,40.796199798583984,1,N,-73.9500503540039,40.78731155395508,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2016-01-01 00:00:20,2016-01-01 00:29:05,1,13.0,-73.98223876953125,40.7577018737793,1,N,-73.90930938720702,40.8620491027832,2,36.5,0.5,0.5,0.0,0.0,0.3,37.8
1,2016-01-01 00:00:21,2016-01-01 00:17:30,1,0.7,-73.89412689208984,40.636573791503906,1,Y,-73.89250183105469,40.63483428955078,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1,2016-01-01 00:00:21,2016-01-01 00:32:09,1,5.4,-73.94641876220702,40.78913879394531,1,N,-73.91590118408203,40.85154724121094,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8
2,2016-01-01 00:00:22,2016-01-01 00:12:12,1,3.3,-73.97567749023438,40.74909973144531,1,N,-73.97364807128906,40.78369140625,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2,2016-01-01 00:00:22,2016-01-01 00:13:37,6,2.94,-73.94969177246094,40.78461837768555,1,N,-73.97103118896484,40.75101852416992,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
2,2016-01-01 00:00:22,2016-01-01 00:13:58,2,5.23,-73.98184967041016,40.71688079833984,1,N,-73.96932983398438,40.769378662109375,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
1,2016-01-01 00:00:26,2016-01-01 00:07:41,1,1.3,-73.96588134765625,40.68856430053711,1,N,-73.96269226074219,40.67192840576172,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55
1,2016-01-01 00:00:27,2016-01-01 00:17:41,1,4.7,-73.99586486816406,40.76777267456055,1,N,-74.00960540771484,40.70992660522461,1,17.0,0.5,0.5,2.0,0.0,0.3,20.3
2,2016-01-01 00:00:27,2016-01-01 00:08:40,1,0.83,-73.97876739501953,40.7451057434082,1,N,-73.9922103881836,40.74930953979492,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2016-01-01 00:00:28,2016-01-01 00:22:51,1,15.4,-73.97650146484375,40.73356246948242,1,N,-73.85426330566406,40.891788482666016,1,41.5,0.5,0.5,8.55,0.0,0.3,51.35
2,2016-01-01 00:00:29,2016-01-01 00:08:45,3,1.64,-73.96937561035156,40.78523635864258,1,N,-73.94556427001953,40.77798080444336,1,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2016-01-01 00:00:30,2016-01-01 00:15:47,1,5.1,-73.99058532714844,40.745880126953125,1,N,-73.96988677978516,40.801265716552734,1,17.5,0.5,0.5,2.82,0.0,0.3,21.62
2,2016-01-01 00:00:30,2016-01-01 00:18:25,1,1.1,-73.9743423461914,40.75666046142578,1,N,-73.98148345947266,40.75371551513672,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
2,2016-01-01 00:00:30,2016-01-01 00:03:06,1,0.35,-73.99234771728516,40.743438720703125,1,N,-73.99642181396484,40.746063232421875,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89
1,2016-01-01 00:00:31,2016-01-01 00:03:57,1,1.3,-73.93352508544922,40.80292892456055,1,N,-73.94567108154298,40.78598403930664,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-01-01 00:00:32,2016-01-01 00:27:02,5,7.25,-73.97295379638672,40.755718231201165,1,N,-73.97881317138672,40.68455123901367,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3
2,2016-01-01 00:00:32,2016-01-01 00:13:20,5,3.6,-73.9969482421875,40.72050094604492,1,N,-73.95818328857422,40.7217903137207,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76
2,2016-01-01 00:00:32,2016-01-01 00:09:37,6,0.32,-73.99375915527344,40.75162124633789,1,N,-73.9908676147461,40.75608825683594,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2016-01-01 00:00:34,2016-01-01 00:10:36,1,3.7,-73.97831726074219,40.763179779052734,1,N,-73.9216079711914,40.74137496948242,1,13.0,0.5,0.5,5.7,0.0,0.3,20.0
2,2016-01-01 00:00:36,2016-01-01 00:10:02,1,1.61,-73.96375274658203,40.77116012573242,1,N,-73.97560119628906,40.75273895263672,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2016-01-01 00:00:37,2016-01-01 00:06:01,1,1.2,-73.97602081298828,40.74456024169922,1,N,-73.96649169921875,40.753662109375,1,6.5,0.5,0.5,2.3,0.0,0.3,10.1
1,2016-01-01 00:00:38,2016-01-01 00:17:25,1,8.8,-73.97679138183594,40.733699798583984,1,N,-73.89214324951172,40.75072479248047,1,26.0,0.5,0.5,5.45,0.0,0.3,32.75
2,2016-01-01 00:00:38,2016-01-01 00:34:04,1,14.04,-73.98428344726562,40.7480583190918,1,N,-73.9920883178711,40.60917663574219,2,42.0,0.5,0.5,0.0,0.0,0.3,43.3
1,2016-01-01 00:00:39,2016-01-01 00:08:41,1,2.2,-73.9698715209961,40.76850891113281,1,N,-73.94934844970702,40.78776550292969,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
1,2016-01-01 00:00:40,2016-01-01 00:14:03,1,4.3,-73.96617889404298,40.76222229003906,1,N,-73.89775848388672,40.743141174316406,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
1,2016-01-01 00:00:40,2016-01-01 00:11:05,2,1.3,-74.00437927246094,40.74225234985352,1,N,-73.98422241210938,40.73819732666016,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8
2,2016-01-01 00:00:40,2016-01-01 00:07:33,1,1.03,-73.9913330078125,40.72389221191406,1,N,-73.98368835449219,40.72151565551758,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2016-01-01 00:00:41,2016-01-01 00:00:46,5,0.0,0.0,0.0,3,N,0.0,0.0,2,20.0,0.5,0.0,0.0,0.0,0.3,20.8
2,2016-01-01 00:00:44,2016-01-01 00:05:15,1,1.1,-73.97415924072266,40.79573059082031,1,N,-73.96251678466797,40.804931640625,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
2,2016-01-01 00:00:45,2016-01-01 00:09:17,6,1.85,-73.99420166015625,40.726470947265625,1,N,-74.0147476196289,40.71620178222656,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2016-01-01 00:00:47,2016-01-01 00:12:38,1,1.43,-73.98963928222656,40.734397888183594,1,N,-73.97879028320312,40.72411346435547,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2016-01-01 00:00:47,2016-01-01 00:18:25,1,4.93,-74.00148010253906,40.727439880371094,1,N,-73.95645141601562,40.76815032958984,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56
1,2016-01-01 00:00:48,2016-01-01 00:03:38,1,0.8,-73.97915649414062,40.740509033203125,1,N,-73.988525390625,40.73464584350586,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25
1,2016-01-01 00:00:49,2016-01-01 00:13:15,2,8.7,-73.95392608642578,40.766944885253906,1,N,-73.9244613647461,40.86139297485352,1,25.0,0.5,0.5,0.0,0.0,0.3,26.3
2,2016-01-01 00:00:49,2016-01-01 00:09:01,1,1.22,-73.98213958740233,40.77168655395508,1,N,-73.97445678710938,40.76248550415039,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2016-01-01 00:00:50,2016-01-01 00:19:47,2,11.87,-73.78082275390625,40.64518356323242,1,N,-73.8908462524414,40.74300765991211,1,33.0,0.5,0.5,8.58,0.0,0.3,42.88
2,2016-01-01 00:00:50,2016-01-01 00:06:29,6,0.72,-73.99739837646484,40.72074890136719,1,N,-73.99918365478516,40.7279052734375,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
1,2016-01-01 00:00:52,2016-01-01 00:29:50,2,3.1,-73.98404693603516,40.755279541015625,1,N,-73.99514770507812,40.72063446044922,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95
1,2016-01-01 00:00:52,2016-01-01 00:08:00,3,1.8,-73.98387145996094,40.742408752441406,1,N,-74.00236511230469,40.726348876953125,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2016-01-01 00:00:52,2016-01-01 00:11:18,1,2.5,-73.9957504272461,40.74409103393555,1,N,-74.00975036621094,40.71276092529297,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
1,2016-01-01 00:00:53,2016-01-01 00:22:27,1,4.9,-73.9850845336914,40.74716567993164,1,N,-73.95803833007812,40.717491149902344,1,19.0,0.5,0.5,1.7,0.0,0.3,22.0
2,2016-01-01 00:00:54,2016-01-01 00:08:43,1,1.53,-73.97100067138672,40.79764175415039,1,N,-73.95369720458984,40.78512954711914,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1,2016-01-01 00:00:55,2016-01-01 00:17:14,1,1.1,-73.9841537475586,40.76485824584961,1,N,-73.97802734375,40.762935638427734,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
2,2016-01-01 00:00:55,2016-01-01 00:28:34,4,15.64,-73.78713989257812,40.64405059814453,1,N,-73.94842529296875,40.730735778808594,2,44.0,0.5,0.5,0.0,0.0,0.3,45.3
1,2016-01-01 00:00:56,2016-01-01 00:17:24,1,5.7,-73.98772430419922,40.75056838989258,1,N,-74.03556823730469,40.71357345581055,1,18.0,0.5,0.5,8.0,10.5,0.3,37.8
2,2016-01-01 00:00:57,2016-01-01 00:10:48,6,2.56,-73.97965240478516,40.776119232177734,1,N,-73.96468353271484,40.80675506591797,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
2,2016-01-01 00:01:00,2016-01-01 00:18:06,3,15.25,-73.78180694580078,40.64486312866211,1,N,-73.93797302246094,40.72632598876953,1,40.5,0.5,0.5,0.0,0.0,0.3,41.8
2,2016-01-01 00:01:01,2016-01-01 00:07:49,5,1.65,-73.96527862548828,40.80104064941406,1,N,-73.94747924804688,40.81517028808594,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2016-01-01 00:01:01,2016-01-01 00:13:08,6,7.85,-73.97962951660156,40.743255615234375,1,N,-73.91187286376953,40.76462936401367,1,22.5,0.5,0.5,5.87,5.54,0.3,35.21
2,2016-01-01 00:01:03,2016-01-01 00:20:29,2,1.28,-73.98442077636719,40.76723861694336,1,N,-73.97859954833984,40.7542610168457,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
2,2016-01-01 00:01:06,2016-01-01 00:26:34,1,3.18,-74.01099395751953,40.7088737487793,1,N,-73.98805236816406,40.74932098388672,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3
2,2016-01-01 00:01:06,2016-01-01 00:04:38,1,0.56,-73.98074340820312,40.74691009521485,1,N,-73.9908676147461,40.75115966796875,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2016-01-01 00:01:07,2016-01-01 00:05:04,2,0.94,-73.99197387695312,40.72647857666016,1,N,-74.00308227539062,40.722049713134766,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2016-01-01 00:01:08,2016-01-01 00:19:36,1,3.2,-74.00213623046875,40.76063919067382,1,N,-73.97289276123047,40.74345016479492,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95
1,2016-01-01 00:01:08,2016-01-01 00:17:13,1,2.7,-73.9949722290039,40.76023483276367,1,N,-74.00152587890625,40.73585510253906,1,13.0,0.5,0.5,4.25,0.0,0.3,18.55
1,2016-01-01 00:01:08,2016-01-01 00:23:22,1,5.0,-74.00226593017578,40.730369567871094,1,N,-73.9516830444336,40.77349853515625,1,19.5,0.5,0.5,4.5,0.0,0.3,25.3
1,2016-01-01 00:01:09,2016-01-01 00:06:37,2,1.6,-73.98082733154298,40.779640197753906,1,N,-73.9714126586914,40.798587799072266,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35
2,2016-01-01 00:01:09,2016-01-01 00:05:23,1,0.58,-73.99807739257812,40.73796844482422,1,N,-74.0041275024414,40.74279022216797,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
1,2016-01-01 00:01:10,2016-01-01 00:36:55,2,6.0,-73.99944305419922,40.729835510253906,1,N,-73.96417999267578,40.80315399169922,1,25.5,0.5,0.5,5.36,0.0,0.3,32.16
2,2016-01-01 00:01:10,2016-01-01 00:08:00,5,2.51,-73.93270874023438,40.75286102294922,1,N,-73.96361541748047,40.75764083862305,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2016-01-01 00:01:10,2016-01-01 00:24:39,4,1.24,-73.981689453125,40.76839065551758,1,N,-73.97975158691406,40.75553894042969,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
1,2016-01-01 00:01:11,2016-01-01 00:08:06,1,1.5,-74.00348663330078,40.74156951904297,1,N,-74.00235748291016,40.726341247558594,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0
1,2016-01-01 00:01:11,2016-01-01 00:07:04,2,1.4,-73.97794342041016,40.78367614746094,1,N,-73.9555892944336,40.773441314697266,1,7.0,0.5,0.5,2.45,0.0,0.3,10.75
2,2016-01-01 00:01:11,2016-01-01 00:11:15,1,1.89,-73.99256896972656,40.73961639404297,1,N,-73.99531555175781,40.72181701660156,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
2,2016-01-01 00:01:12,2016-01-01 00:18:49,1,2.15,-73.9777603149414,40.75228118896485,1,N,-73.95682525634764,40.768070220947266,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
1,2016-01-01 00:01:13,2016-01-01 00:22:09,1,2.5,-73.99425506591797,40.73199462890625,1,N,-73.9786376953125,40.75138854980469,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
2,2016-01-01 00:01:13,2016-01-01 00:09:57,5,1.89,-73.98516082763672,40.744529724121094,1,N,-73.96546173095702,40.76285171508789,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8
1,2016-01-01 00:01:14,2016-01-01 00:05:54,1,0.6,-73.98229217529298,40.7513313293457,1,N,-73.99134063720702,40.75033950805664,1,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2016-01-01 00:01:14,2016-01-01 00:38:19,1,24.0,-73.99230194091797,40.749290466308594,5,N,-74.32032775878906,40.72052383422851,1,140.0,0.0,0.0,30.95,14.5,0.3,185.75
2,2016-01-01 00:01:14,2016-01-01 00:09:01,1,2.34,-73.93431854248047,40.75148391723633,1,N,-73.9725112915039,40.764915466308594,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2016-01-01 00:01:14,2016-01-01 00:31:34,1,13.64,-73.78192138671875,40.64476013183594,1,N,-73.979248046875,40.661869049072266,2,39.0,0.5,0.5,0.0,0.0,0.3,40.3
2,2016-01-01 00:01:15,2016-01-01 00:34:37,5,3.44,-73.95953369140625,40.782745361328125,1,N,-73.99375915527344,40.745582580566406,2,21.5,0.5,0.5,0.0,0.0,0.3,22.8
2,2016-01-01 00:01:15,2016-01-01 00:13:15,1,7.04,-73.95264434814453,40.77649688720703,1,N,-74.0056381225586,40.70912170410156,1,20.5,0.5,0.5,5.45,0.0,0.3,27.25
1,2016-01-01 00:01:16,2016-01-01 00:03:52,1,0.2,-73.99561309814453,40.764671325683594,1,N,-73.99214935302734,40.7641487121582,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
1,2016-01-01 00:01:16,2016-01-01 00:13:16,1,0.9,-73.97743225097656,40.75831604003906,1,N,-73.98344421386719,40.76686096191406,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2016-01-01 00:01:17,2016-01-01 00:11:08,1,2.0,-73.92774200439453,40.697872161865234,1,N,-73.96121215820312,40.69827651977539,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5
1,2016-01-01 00:01:19,2016-01-01 00:03:00,1,0.3,-73.96659088134764,40.75758743286133,1,N,-73.96577453613281,40.75434875488281,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0
1,2016-01-01 00:01:19,2016-01-01 00:15:00,1,1.8,-73.95474243164062,40.765506744384766,1,N,-73.98191833496094,40.766231536865234,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8
2,2016-01-01 00:01:19,2016-01-01 00:03:12,2,0.37,-73.99769592285156,40.7376594543457,1,N,-73.99124145507812,40.734981536865234,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
1,2016-01-01 00:01:20,2016-01-01 00:07:24,2,1.0,-73.9675521850586,40.756858825683594,1,N,-73.97830963134764,40.74861145019531,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
1,2016-01-01 00:01:20,2016-01-01 00:14:39,1,5.1,-73.9646987915039,40.79679870605469,1,N,-74.00220489501953,40.749237060546875,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3
1,2016-01-01 00:01:20,2016-01-01 00:13:36,1,1.8,-73.97010803222656,40.75979995727539,1,N,-73.9893569946289,40.74298858642578,1,9.5,0.5,0.5,2.0,0.0,0.3,12.8
2,2016-01-01 00:01:21,2016-01-01 00:12:57,1,2.25,-74.00189971923828,40.73940658569336,1,N,-73.97486877441406,40.744388580322266,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
2,2016-01-01 00:01:21,2016-01-01 00:06:40,1,0.87,-73.9552230834961,40.80437850952149,1,N,-73.96369934082033,40.79800033569336,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-01-01 00:01:21,2016-01-01 00:27:41,6,8.78,-73.99662780761719,40.72460174560547,1,N,-73.86997985839844,40.75529098510742,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3
1,2016-01-01 00:01:22,2016-01-01 00:10:04,1,1.6,-74.00466918945312,40.71595764160156,1,N,-73.98986053466797,40.73404312133789,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2016-01-01 00:01:22,2016-01-01 00:09:25,1,1.67,-73.94828033447266,40.78263092041016,1,N,-73.93846130371094,40.79228973388672,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
2,2016-01-01 00:01:23,2016-01-01 00:09:22,1,1.11,-73.99861145019531,40.7381706237793,1,N,-73.99459075927734,40.75054931640625,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1,2016-01-01 00:01:24,2016-01-01 00:23:19,2,6.5,-73.9722671508789,40.759864807128906,1,N,-73.87660217285156,40.74866485595703,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8
1,2016-01-01 00:01:24,2016-01-01 00:09:52,1,1.9,-73.95974731445312,40.801292419433594,1,N,-73.95064544677734,40.82293319702149,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
2,2016-01-01 00:01:24,2016-01-01 00:21:59,1,2.94,-73.97940063476562,40.739768981933594,1,N,-73.99954986572266,40.74251937866211,1,15.0,0.5,0.5,0.0,0.0,0.3,16.3
2,2016-01-01 00:01:24,2016-01-01 00:05:58,3,1.89,-73.97293090820312,40.75260162353515,1,N,-73.95585632324219,40.77605056762695,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8
1,2016-01-01 00:01:26,2016-01-01 00:10:01,2,0.8,-73.97964477539062,40.760196685791016,1,N,-73.974853515625,40.75374221801758,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2016-01-01 00:01:26,2016-01-01 00:19:52,1,5.0,-73.99504089355469,40.76044845581055,1,N,-73.93881225585938,40.79938507080078,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
